date,sales
2023-03-09,137.5211854459236
2023-03-10,131.37644534546837
2023-03-11,121.57765810355468
2023-03-12,131.90608524692726
2023-03-13,143.93023407624486
2023-03-14,128.44377724755321
2023-03-15,144.69503941151567
2023-03-16,103.09208065577585
2023-03-17,137.74381852339604
2023-03-18,130.62482987503927
2023-03-19,126.98812800929456
2023-03-20,131.11390258308916
2023-03-21,110.53292603575257
2023-03-22,128.41842151606807
2023-03-23,134.38697567653296
2023-03-24,145.78966555903114
2023-03-25,126.01704662010948
2023-03-26,123.2979696978883
2023-03-27,126.54261187785785
2023-03-28,140.88558791315114
2023-03-29,135.1845600093094
2023-03-30,126.75901847335298
2023-03-31,137.34294928120195
2023-04-01,133.32878289571556
2023-04-02,142.1862647000527
2023-04-03,125.61516487168389
2023-04-04,129.48902942249472
2023-04-05,128.96860069246702
2023-04-06,118.37264428543722
2023-04-07,136.08119399254235
2023-04-08,135.83683476798865
2023-04-09,133.37781001331138
2023-04-10,131.07531104501874
2023-04-11,119.3561081204064
2023-04-12,129.3861361452494
2023-04-13,130.24237488532097
2023-04-14,125.71785278904525
2023-04-15,132.1930681817016
2023-04-16,137.90594942380352
2023-04-17,152.78105423302614
2023-04-18,135.71299129740356
2023-04-19,136.5850250821384
2023-04-20,133.30168824747471
2023-04-21,114.88940955714314
2023-04-22,133.837336860569
2023-04-23,134.72454440993428
2023-04-24,158.76887776759048
2023-04-25,132.2215454553913
2023-04-26,137.1638492412273
2023-04-27,133.79904083889784
2023-04-28,122.45176424172695
2023-04-29,145.5538051686396
2023-04-30,141.62663062561143
2023-05-01,141.99408003341767
2023-05-02,124.96113094711816
2023-05-03,148.04902742860097
2023-05-04,119.96353716267814
2023-05-05,139.80651911803102
2023-05-06,155.79339551680218
2023-05-07,123.92941303086363
2023-05-08,128.11283867794555
2023-05-09,134.7085301597129
2023-05-10,128.60868095427054
2023-05-11,118.06350564805584
2023-05-12,134.17781606990658
2023-05-13,122.78660325041794
2023-05-14,138.05849162622278
2023-05-15,124.03679128122728
2023-05-16,148.63445117586122
2023-05-17,125.20232403147556
2023-05-18,129.7097383587681
2023-05-19,140.9568406674802
2023-05-20,120.40023161860735
2023-05-21,134.8666458610812
2023-05-22,145.54268655513783
2023-05-23,116.27175642461351
2023-05-24,134.0644520200969
2023-05-25,134.68473972197057
2023-05-26,139.76829239985398
2023-05-27,119.44114299201368
2023-05-28,118.46318691955143
2023-05-29,136.74087123404286
2023-05-30,134.34168847017784
2023-05-31,133.72392507109302
2023-06-01,134.52748815704507
2023-06-02,124.10370993225149
2023-06-03,133.06447463026737
2023-06-04,133.50776104031024
2023-06-05,123.26582848111428
2023-06-06,148.8966922270289
2023-06-07,134.80427007444302
2023-06-08,117.97738090758264
2023-06-09,136.27800096012697
2023-06-10,119.78536457982807
2023-06-11,137.2205052674045
2023-06-12,140.75094929623597
2023-06-13,120.77145635108342
2023-06-14,138.42337463863228
2023-06-15,132.72690081966996
2023-06-16,136.62741290612703
2023-06-17,147.18080012066008
2023-06-18,125.56348552651308
2023-06-19,120.28303747532307
2023-06-20,118.72692236418905
2023-06-21,119.26436593522814
2023-06-22,126.45068824674384
2023-06-23,130.43139627067305
2023-06-24,129.5839908327966
2023-06-25,134.8852575778734
2023-06-26,126.53902323703716
2023-06-27,140.73926258110396
2023-06-28,123.35171070283916
2023-06-29,152.99386930112414
2023-06-30,131.8423928630154
2023-07-01,116.80743060301721
2023-07-02,114.46321495716265
2023-07-03,129.78994685202073
2023-07-04,122.52372861692413
2023-07-05,131.69164819291822
2023-07-06,129.07756124787014
2023-07-07,123.4107944755752
2023-07-08,115.4655036471478
2023-07-09,108.57988607224593
2023-07-10,119.05878802917928
2023-07-11,131.88426774110098
2023-07-12,125.25842355615809
2023-07-13,110.45826950935789
2023-07-14,124.44670311099195
2023-07-15,126.36846977420673
2023-07-16,113.47838915645336
2023-07-17,123.65724701027612
2023-07-18,122.50657952770206
2023-07-19,110.30084835287428
2023-07-20,125.1161446905405
2023-07-21,126.95559455485594
2023-07-22,131.9895955345149
2023-07-23,131.51038965154976
2023-07-24,107.01100972781175
2023-07-25,111.22693095611015
2023-07-26,125.57525043566056
2023-07-27,125.3848062668756
2023-07-28,125.22189863509799
2023-07-29,158.4257304283285
2023-07-30,125.43692508291633
2023-07-31,130.91598273184522
2023-08-01,128.93544261363735
2023-08-02,125.74731800238422
2023-08-03,115.9216641288839
2023-08-04,126.50805827466105
2023-08-05,111.03726875414092
2023-08-06,116.2477209920887
2023-08-07,113.61597410867742
2023-08-08,119.14545393043133
2023-08-09,141.33388462201685
2023-08-10,99.37879893195883
2023-08-11,124.78185110633393
2023-08-12,101.66361515524036
2023-08-13,112.94678496715474
2023-08-14,128.43482209199638
2023-08-15,118.07128804537037
2023-08-16,106.5382463642861
2023-08-17,110.05397202393809
2023-08-18,123.89848317187149
2023-08-19,109.69858919450549
2023-08-20,119.07091490961707
2023-08-21,117.27051371652985
2023-08-22,110.21171877362548
2023-08-23,138.08461720876957
2023-08-24,122.90641290182562
2023-08-25,96.24249927535405
2023-08-26,118.28988927622044
2023-08-27,109.74368201570549
2023-08-28,124.82691970315439
2023-08-29,108.32331599433323
2023-08-30,115.05205004266537
2023-08-31,121.20518763656628
2023-09-01,124.77383025982387
2023-09-02,104.0793930717393
2023-09-03,112.70858971596596
2023-09-04,111.28060922700936
2023-09-05,109.47849328813615
2023-09-06,133.65336042225135
2023-09-07,120.04102121102193
2023-09-08,103.38014727612101
2023-09-09,125.17082700470787
2023-09-10,137.22246796475136
2023-09-11,126.33977293235012
2023-09-12,100.84118736276136
2023-09-13,111.21790019856658
2023-09-14,128.76032672409247
2023-09-15,109.05114680626407
2023-09-16,120.60834374973975
2023-09-17,123.96450795073518
2023-09-18,107.00261706592366
2023-09-19,115.73618377838298
2023-09-20,83.98406375541046
2023-09-21,106.2239661734311
2023-09-22,114.01909175052805
2023-09-23,104.1497152768036
2023-09-24,133.04029329790882
2023-09-25,102.50927341086957
2023-09-26,112.51063572420303
2023-09-27,118.32477718832698
2023-09-28,131.5423017612654
2023-09-29,102.88905890177968
2023-09-30,129.00334927043983
2023-10-01,117.60399743710111
2023-10-02,107.82246133215932
2023-10-03,122.40038997776017
2023-10-04,119.91768464302895
2023-10-05,112.07857335475134
2023-10-06,118.93833457455028
2023-10-07,114.55265993261463
2023-10-08,119.71235377617188
2023-10-09,125.37576365575292
2023-10-10,134.79778199597018
2023-10-11,106.74848253747818
2023-10-12,140.65184642250983
2023-10-13,100.00134424769445
2023-10-14,118.2108965052453
2023-10-15,125.8242398844743
2023-10-16,122.96907980075974
2023-10-17,114.15600824649917
2023-10-18,118.53134665414609
2023-10-19,115.91782159410104
2023-10-20,115.19511221454492
2023-10-21,129.83134596892015
2023-10-22,125.15764908542795
2023-10-23,114.91613749291297
2023-10-24,131.10450574208926
2023-10-25,125.4502727511367
2023-10-26,130.78012735874887
2023-10-27,129.227440734612
2023-10-28,114.92622370652562
2023-10-29,117.90471651499317
2023-10-30,131.27510233588183
2023-10-31,130.2067476723289
2023-11-01,124.20009872400833
2023-11-02,125.89359906317617
2023-11-03,137.81327416030072
2023-11-04,119.4422476692818
2023-11-05,131.15525359207655
2023-11-06,123.99359735466771
2023-11-07,124.17482436999816
2023-11-08,137.6803269761586
2023-11-09,135.2923932118876
2023-11-10,135.52368483309635
2023-11-11,140.79835966573268
2023-11-12,128.31315301598713
2023-11-13,135.28668136561194
2023-11-14,125.73294801874177
2023-11-15,132.45010144028487
2023-11-16,128.28411832936897
2023-11-17,130.9368370649382
2023-11-18,136.30392150330238
2023-11-19,122.55969002177558
2023-11-20,152.05931226014087
2023-11-21,121.47272946979787
2023-11-22,119.79232499717628
2023-11-23,143.9203935464031
2023-11-24,140.66467195490927
2023-11-25,139.40160948625132
2023-11-26,139.85975731587448
2023-11-27,133.87316747537884
2023-11-28,125.44578298882223
2023-11-29,135.6023377555669
2023-11-30,128.50182897932615
2023-12-01,145.4568993362563
2023-12-02,134.67039869826257
2023-12-03,128.32419738360528
2023-12-04,133.8063449566218
2023-12-05,141.59329913651948
2023-12-06,132.27317668688568
2023-12-07,130.13722069538602
2023-12-08,141.24777167145896
2023-12-09,141.71441956423706
2023-12-10,134.65146200385988
2023-12-11,135.4688417530366
2023-12-12,142.960151271804
2023-12-13,126.62123587865199
2023-12-14,127.49177292794383
2023-12-15,134.84810693206123
2023-12-16,140.36592577175986
2023-12-17,146.07893283057936
2023-12-18,158.19439256366223
2023-12-19,152.48981432358522
2023-12-20,142.78753569200433
2023-12-21,144.67167735048187
2023-12-22,135.31257973372863
2023-12-23,145.6297911278894
2023-12-24,143.40629970699484
2023-12-25,149.998848881218
2023-12-26,138.97884342871487
2023-12-27,152.92471861821224
2023-12-28,163.53925268189144
2023-12-29,147.6052798962411
2023-12-30,153.19132235117186
2023-12-31,156.55717279399443
